title,author,series,publisher,year_published,genre,votes,awards,average_rating,rating_count,review_count,five_star_ratings,four_star_ratings,three_star_ratings,two_star_ratings,one_star_ratings
Capital Punishment,"['Dougie Brimson', ' Eddy Brimson']",(Hooligan Series #3),Category C Publishing,2011,"['Nonfiction', 'Soccer', 'Football', 'Crime-True Crime', 'Reference']","[3, 2, 2, 1, 1]",['No awards'],3.63,65,1,23,8,24,7,3
1493: Uncovering the New World Columbus Created,['Charles C. Mann'],Standalone,Alfred A. Knopf (NY),2011,"['History', 'Nonfiction', 'Science', 'North American Hi...-American History', 'History-World History']","[1547, 637, 103, 80, 68]",['Goodreads Choice Award Nominee for History & Biography (2011)'],4.09,15603,1361,6108,5994,2620,578,303
The Unwritten Rule,['Elizabeth Scott'],Standalone,Simon Pulse,2010,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction-Chick Lit']","[339, 193, 133, 63]",['Goodreads Choice Award Nominee for Young Adult Fiction (2010)'],3.64,12439,933,3365,3550,3663,1435,426
Colas Breugnon,['Romain Rolland'],Standalone,Livre de Poche,1919,"['Classics', 'Fiction', 'European Literature-French Literature', 'Nobel Prize']","[6, 5, 3, 3]",['No awards'],3.81,385,24,133,120,74,40,18
Tiger's Destiny,['Colleen Houck'],(The Tiger Saga #4),Splinter,2012,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy-Mythology']","[553, 343, 262, 144]",['No awards'],4.4,22905,2165,13997,5404,2436,703,365
Wool,"['Hugh Howey', ' Minnie Goode']",(Wool  #1),Broad Reach,2011,"['Science Fiction', 'Fiction', 'Science Fiction-Dystopia', 'Apocalyptic-Post Apocalyptic', 'Fantasy', 'Short Stories', 'Science Fiction Fantasy', 'Science Fiction-Apocalyptic', 'Young Adult', 'Adult']","[975, 601, 553, 295, 160, 155, 104, 76, 73, 51]",['No awards'],4.12,74669,4291,30739,27632,11867,3226,1205
"Karneval, Vol. 1",['Touya Mikanagi'],(Karneval #1),Madman,2008,"['Sequential Art-Manga', 'Fantasy', 'Mystery', 'Science Fiction']","[146, 37, 14, 10]",['No awards'],4.18,1773,60,886,465,309,84,29
The Old Devils,['Kingsley Amis'],Standalone,Random House,1986,['Fiction'],[158],['Booker Prize (1986)'],3.33,2940,244,417,883,1058,419,163
When Rivers Burned: The Earth Day Story,['Linda Crotta Brennan'],Standalone,Apprentice Shop Books,2013,"['Literature-20th Century', 'Nonfiction', 'Science', 'Environment-Nature']","[1, 1, 1, 1]",['No awards'],4.5,12,5,9,0,3,0,0
Bezonken rood,['Jeroen Brouwers'],Standalone,Arbeiderspers,1981,"['Fiction', 'European Literature-Dutch Literature', 'Literature', 'Academic-School']","[42, 35, 15, 13]",['Prix Femina for Étranger (1995)'],3.67,3418,163,712,1385,900,324,97
The Ballad of Aramei,['J.A. Redmerski'],(The Darkwoods Trilogy #3),J.A. Redmerski,2012,"['Fantasy-Paranormal', 'Shapeshifters-Werewolves', 'Young Adult', 'Romance-Paranormal Romance', 'Romance', 'Fantasy']","[57, 52, 46, 39, 38, 26]",['No awards'],4.11,3313,200,1358,1165,629,120,41
The English Girl,['Daniel Silva'],(Gabriel Allon #13),"HarperCollins Publishers, Inc.",2013,"['Fiction', 'Thriller', 'Mystery', 'Spy Thriller-Espionage']","[275, 216, 171, 93]",['No awards'],4.12,26794,2259,9840,11518,4531,702,203
Finders Keepers,['Stephen King'],(Bill Hodges Trilogy #2),Scribner,2015,"['Fiction', 'Thriller', 'Horror', 'Mystery', 'Mystery-Crime', 'Audiobook', 'Thriller-Mystery Thriller', 'Suspense', 'Mystery-Detective', 'Adult']","[1076, 919, 903, 698, 457, 291, 209, 202, 85, 79]",['Goodreads Choice Award Nominee for Mystery & Thriller (2015)'],4.04,105192,9445,32781,47974,20707,3058,672
The Art of Thinking Clearly,"['Rolf Dobelli', ' อรพิน ผลพนิชรัศมี']",Standalone,Harper,2011,"['Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'Business']","[541, 525, 242, 112, 95]","[""CMI Management Book of the Year Awards for The Commuter's Read (2014)""]",3.85,21478,2043,6281,8206,5044,1368,579
Something Witchy This Way Comes,['Veronica Blade'],(Something Witchy #1),Crush Publishing,2011,"['Young Adult', 'Fantasy-Paranormal', 'Paranormal-Witches', 'Fantasy', 'Fantasy-Magic', 'Romance']","[25, 25, 23, 14, 13, 9]",['No awards'],3.83,611,98,210,191,129,58,23
Paladin,['Sally Slater'],(Paladin #1),Perfect Analogy Publishing,2015,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal-Demons', 'Adventure', 'Fantasy-Paranormal']","[473, 123, 103, 55, 48, 45]",['No awards'],4.05,6182,562,2387,2257,1114,326,98
Memoirs of an Invisible Man,['H.F. Saint'],Standalone,Atheneum Books,1987,"['Fiction', 'Science Fiction', 'Fantasy', 'Thriller']","[78, 53, 18, 9]",['Arthur C. Clarke Award Nominee (1988)'],4.11,1587,159,643,567,300,61,16
A Shropshire Lad and Last Poems: For the Love of Moses,"['A.E. Housman', ' Keith Hale']",Standalone,Watersgreen House,2013,"['Poetry', 'Classics']","[3, 2]",['No awards'],4.29,17,0,8,6,3,0,0
Out of My League: A Rookie's Survival in the Bigs,['Dirk Hayhurst'],Standalone,C Hardcover,2012,"['Sports-Baseball', 'Sports-Sports', 'Nonfiction', 'Biography', 'Autobiography-Memoir', 'Biography Memoir', 'Humor-Comedy', 'Humor']","[80, 71, 24, 11, 10, 3, 3, 2]",['No awards'],4.0,1454,151,465,611,309,54,15
The Beagle and the Hare,['Kevin Moccia'],Standalone,iUniverse,2019,['No genre'],[0],['No awards'],4.37,633,6,302,289,19,18,5
Marathon Baba,['Girish Kohli'],Standalone,Fingerprint,2012,"['Modern', 'Asian Literature-Indian Literature', 'Humor-Comedy']","[1, 1, 1]",['No awards'],3.37,150,26,26,40,54,24,6
The Remedy,['Suzanne Young'],(The Program #3),Simon Pulse,2014,"['Young Adult', 'Science Fiction-Dystopia', 'Science Fiction']","[163, 126, 53]",['No awards'],4.23,6538,766,2996,2358,955,173,56
তিন গোয়েন্দা,['Rakib Hassan'],(তিন গোয়েন্দা #1),সেবা প্রকাশনী,1985,"['Thriller', 'Mystery', 'Mystery-Detective']","[14, 6, 6]",['No awards'],4.45,917,34,582,215,83,21,16
Gilead,['Marilynne Robinson'],(Gilead #1),Picador,2004,"['Fiction', 'Historical-Historical Fiction', 'Religion', 'Novels']","[3185, 732, 298, 277]","['Pulitzer Prize for Fiction (2005)', ' Orange Prize Nominee for Fiction Longlist (2006)', ' PEN/Faulkner Award for Fiction Nominee (2005)', ' Ambassador Book Award for Fiction (2005)', ' Chicago Tribune Heartland Prize for Fiction (2005) Rodda Book Award (2006)', ' National Book Critics Circle Award for Fiction (2004)', ' Frederic G. Melcher Book Award (2004)', ' Society of Midland Authors Award for Adult Fiction (2005)']",3.85,77146,10164,27172,24090,16300,6616,2968
My Life with the Walter Boys,"['Ali Novak', ' Fallzswimmer']",(My Life with the Walter Boys #1),Sourcebooks Fire,2012,"['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction']","[390, 290, 260, 60]",['Goodreads Choice Award Nominee for Young Adult Fiction (2014)'],3.9,20236,1914,7196,6481,4524,1451,584
An Accidental Cowboy,['Jameson Parker'],Standalone,Thomas Dunne Books,2003,"['Autobiography-Memoir', 'Nonfiction', 'Health-Mental Health', 'Media Tie In-Tv']","[4, 3, 1, 1]",['No awards'],4.22,76,13,36,25,12,2,1
Elegy,['Amanda Hocking'],(Watersong #4),St. Martin's Griffin,2013,"['Fantasy', 'Young Adult', 'Mythology-Mermaids', 'Fantasy-Paranormal', 'Fantasy-Mythology', 'Romance', 'Fiction', 'Fantasy-Supernatural', 'Fantasy-Magic', 'Romance-Paranormal Romance']","[153, 128, 104, 75, 64, 56, 22, 19, 14, 14]",['No awards'],4.01,7260,591,2821,2420,1434,428,157
101 Dalmatians,"['Walt Disney Company', ' Justine Korman Fontes', ' Ron Dias', ' Bill Langley']",Standalone,Golden Books,1961,"['Childrens', 'Childrens-Picture Books']","[59, 49]",['No awards'],4.29,7272,141,4095,1684,1118,276,99
The Long Mars,"['Terry Pratchett', ' Stephen Baxter']",(The Long Earth #3),Doubleday UK,2014,"['Science Fiction', 'Fiction', 'Fantasy']","[467, 190, 123]",['Goodreads Choice Award Nominee for Science Fiction (2014)'],3.73,12645,828,2673,5043,3969,799,161
The Boy Who Sneaks in My Bedroom Window,['Kirsty Moseley'],(The Boy Who Sneaks in My Bedroom Window #1),Createspace,2011,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Sociology-Abuse']","[905, 663, 370, 315, 210]",['Goodreads Choice Award Nominee for Young Adult Fiction (2012)'],3.91,63468,4830,27254,16832,10318,4835,4229
The Rivers of Zadaa,['D.J. MacHale'],(Pendragon #6),Aladdin Paperbacks,2005,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction']","[479, 256, 92, 90]",['No awards'],4.19,23028,351,10357,7871,3884,702,214
Death with Interruptions,"['José Saramago', ' Margaret Jull Costa']",Standalone,Houghton Mifflin,2008,"['Fiction', 'Fantasy', 'Magical Realism', 'Cultural-Portugal', 'Literature', 'European Literature-Portuguese Literature', 'Novels', 'Nobel Prize', 'Death', 'Classics']","[750, 211, 160, 124, 121, 119, 116, 67, 56, 54]","['BTBA Best Translated Book Award Nominee for Fiction Longlist (2009)', ' Tähtifantasia Award Nominee (2009)']",4.0,34485,3630,12022,13415,6727,1747,574
Chronicle of a Death Foretold,"['Gabriel García Márquez', ' Gregory Rabassa']",Standalone,Vintage,1981,"['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Academic-School']","[1633, 912, 466, 267, 263]",['No awards'],3.97,119067,5986,37899,48504,25680,5614,1370
دنیای معرکه ی تام گیتس,"['Liz Pichon', ' آتوسا صالحی']",(Tom Gates #1),افق,1394,"['Childrens-Middle Grade', 'Childrens', 'Humor', 'Realistic Fiction']","[26, 25, 22, 17]",['Hea Lasteraamat (2014)'],4.17,9858,505,5405,2155,1301,543,454
Yssa il buono,['John le Carré'],Standalone,Mondadori,2008,"['Fiction', 'Thriller', 'Spy Thriller-Espionage', 'Mystery']","[303, 160, 103, 62]",['No awards'],3.51,10840,1162,1613,3992,3814,1152,269
Refugee,['Alan Gratz'],Standalone,Scholastic,2017,"['Historical-Historical Fiction', 'Young Adult', 'Childrens-Middle Grade', 'Fiction', 'Realistic Fiction', 'Historical']","[976, 487, 369, 238, 192, 140]","['Texas Bluebonnet Award Nominee (2019)', "" Flicker Tale Children's Book Award for Fiction (2019)"", ' NCTE Charlotte Huck Honor Book (2018)', "" Rebecca Caudill Young Readers' Book Award Nominee (2020)""]",4.49,30832,5609,18755,9256,2242,410,169
Sleeping with the Enemy,"['Wahida Clark', ' Kiki Swinson']",Standalone,Dafina,2008,"['Urban', 'Cultural-African American']","[3, 3]",['No awards'],4.47,2562,58,1713,482,266,68,33
A Word to the Eyes,['Sudio Sudarsan'],Standalone,Mascot Books,2019,['No genre'],[0],['No awards'],5.0,3,2,3,0,0,0,0
Stars in the Texas Sky,['Stephen J. Matlock'],Standalone,Lillies of the Field LLC,2012,"['Military History-Civil War', 'Historical-Historical Fiction', 'Young Adult-Coming Of Age']","[1, 1, 1]",['No awards'],4.2,35,18,15,13,6,1,0
Forbid Me,['M.  Robinson'],(The Good Ol' Boys #2),Unknown,2015,"['Romance', 'New Adult', 'Romance-Contemporary Romance', 'Contemporary', 'Academic-College', 'Love', 'Adult', 'New Adult-New Adult Romance', 'Drama', 'Adult Fiction-Erotica']","[80, 51, 30, 25, 13, 7, 6, 5, 5, 5]",['No awards'],4.02,6876,725,3068,2169,849,299,491
Uykuların Doğusu,['Hasan Ali Toptaş'],Standalone,İletişim Yayınları,2005,['Asian Literature-Turkish Literature'],[9],['Orhan Kemal Roman Armağanı (2005)'],4.19,402,42,182,142,54,22,2
Bunnicula,"['Deborah Howe', ' James Howe', ' Alan Daniel']",(Bunnicula #1),Atheneum Books for Young Readers,1979,"['Childrens', 'Fiction', 'Fantasy', 'Mystery']","[705, 484, 464, 296]","[""South Carolina Book Award for Children's Book Award (1981)"", ' Nene Award (1983)', ' Golden Sower Award for Intermediate Category (1981)', "" Dorothy Canfield Fisher Children's Book Award (1981)"", "" Sunshine State Young Readers Award (1983) Pacific Northwest Library Association Young Reader's Choice Award (1982)"", "" Iowa Children's Choice Award (1982)"", ' New Mexico Land of Enchantment Award (1982)', ' California Young Readers Medal Nominee for Intermediate (1981)', ' Oklahoma Sequoyah Award (1982)']",3.86,60480,2381,20454,19000,15040,4120,1866
Perfect Shadow,['Brent Weeks'],(Night Angel #0.5),Orbit,2011,"['Fantasy', 'Fiction', 'Short Stories']","[128, 61, 33]",['No awards'],4.16,14564,468,6090,5288,2670,425,91
Twist Me,['Anna Zaires'],(Twist Me #1),Mozaika Publications,2014,"['Dark', 'Erotica-BDSM', 'Romance', 'Adult Fiction-Erotica', 'New Adult', 'Sociology-Abuse', 'Contemporary', 'Adult', 'Romance-Contemporary Romance', 'Romance-Erotic Romance']","[493, 290, 263, 236, 110, 95, 92, 91, 70, 52]",['No awards'],4.02,20508,1694,8451,6629,3519,1160,749
Čitas burtnīca,['Anna Sakse'],Standalone,Liesma,1958,['Childrens'],[1],['No awards'],3.94,35,0,14,11,6,2,2
Buffy the Vampire Slayer: The Long Way Home,"['Joss Whedon', ' Joss Whedon', ' Georges Jeanty']",(Buffy the Vampire Slayer: Season 8 #1),Dark Horse Books,2007,"['Sequential Art-Graphic Novels', 'Sequential Art-Comics', 'Fantasy', 'Paranormal-Vampires', 'Fiction', 'Media Tie In-Buffy The Vampire Slayer', 'Graphic Novels Comics']","[1102, 881, 474, 268, 214, 147, 134]",['Will Eisner Comic Industry Awards for Best New Series (2008)'],3.96,29374,1100,10847,9647,6490,1621,769
Baby Jaimie Has a Crush,['Jaimie Hope'],(The Adventures of Baby Jaimie #4),Jaimie Hope,2012,['Childrens'],[1],['No awards'],4.58,19,5,15,2,1,0,1
Chasing the Prophecy,['Brandon Mull'],(Beyonders #3),Aladdin,2013,"['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Childrens-Middle Grade']","[487, 137, 68, 65, 64]","[""Goodreads Choice Award Nominee for Middle Grade & Children's (2013)""]",4.37,17646,1202,9768,5388,1919,369,202
Riven Rock,['T. Coraghessan Boyle'],Standalone,Penguin Books,1998,"['Fiction', 'Historical-Historical Fiction', 'Literature', 'Historical', 'Contemporary']","[99, 38, 9, 8, 7]",['No awards'],3.64,2595,209,482,996,865,207,45
A Highland Christmas,['M.C. Beaton'],(Hamish Macbeth  #15.5),Robinson Publishing,1999,"['Mystery', 'Holiday-Christmas', 'Fiction', 'Mystery-Cozy Mystery', 'Cultural-Scotland']","[299, 131, 70, 52, 46]",['No awards'],3.87,5012,505,1388,1907,1416,264,37
Tennyson's Poetry,"['Alfred Tennyson', ' Robert W. Hill Jr.']",Standalone,W. W. Norton & Company,1833,"['Poetry', 'Classics', 'Literature', 'Anthologies', 'Literature-19th Century', 'European Literature-British Literature', 'Fiction', 'Classics-Classic Literature', 'Historical-Victorian', 'Academic-College']","[408, 97, 20, 5, 5, 5, 5, 4, 4, 3]",['No awards'],4.07,7818,33,3110,2636,1689,290,93
Doomsday Diaries,['Aaron B. Powell'],(Doomsday Diaries),CreateSpace,2012,"['Science Fiction-Apocalyptic', 'Apocalyptic-Post Apocalyptic', 'Science Fiction-Dystopia', 'Adventure-Survival', 'Fantasy-Paranormal', 'Fiction']","[6, 5, 4, 4, 3, 3]",['No awards'],3.66,67,21,16,25,15,9,2
Unspent Time,['Graham Parke'],(NoHope universe),Outskirts Press,2012,"['Fantasy', 'Fiction', 'Poetry', 'Fantasy-Low Fantasy']","[5, 2, 1, 1]",['No awards'],4.06,49,23,19,17,11,1,1
Valiant,['Holly Black'],(Modern Faerie Tales #2),Simon Pulse,2002,"['Fantasy', 'Young Adult', 'Fantasy-Urban Fantasy', 'Paranormal-Fairies', 'Fantasy-Paranormal']","[1450, 1128, 485, 270, 227]","['Locus Award Nominee for Best Young Adult Novel (2006)', "" Mythopoeic Fantasy Award Nominee for Children's Literature (2008)"", ' Andre Norton Award (2005)', ' The Inky Awards Shortlist for Silver Inky (2007)']",3.88,34226,1793,11533,11090,8416,2466,721
Fatherland,['Robert   Harris'],Standalone,HarperTorch,1992,"['Fiction', 'Historical-Historical Fiction', 'Science Fiction-Alternate History', 'Thriller', 'Mystery', 'Mystery-Crime']","[921, 607, 375, 369, 199, 154]",['No awards'],3.98,34234,2014,10046,15326,7282,1234,346
Tales From the Hood,"['Michael Buckley', ' Peter Ferguson']",(The Sisters Grimm #6),Amulet Books,2008,"['Fantasy', 'Mystery', 'Fantasy-Fairy Tales', 'Childrens-Middle Grade', 'Childrens', 'Fiction', 'Young Adult', 'Adventure', 'Fantasy-Magic', 'Childrens-Juvenile']","[424, 115, 113, 77, 77, 75, 65, 50, 48, 28]",['No awards'],4.3,18123,463,9232,5749,2596,394,152
The Infinity Concerto,['Greg Bear'],(Songs of Earth and Power #1),Berkley,1984,"['Fantasy', 'Science Fiction', 'Fiction']","[126, 25, 16]",['Locus Award Nominee for Best Fantasy Novel (1985)'],3.9,1026,62,329,363,252,63,19
The Book of the Sword,['A.J. Lake'],(The Darkest Age #2),Bloomsbury Publishing PLC,2007,"['Fantasy', 'Young Adult', 'Fantasy-Dragons', 'Adventure']","[34, 10, 10, 6]",['No awards'],3.63,427,32,98,130,149,45,5
When We Ruled: The Ancient and Medieval History of Black Civilisations,"['Robin Walker', ' Fari Supiya']",Standalone,Every Generation Media,2006,"['History', 'Nonfiction', 'Cultural-Africa', 'Historical', 'Historical-Medieval']","[28, 18, 14, 5, 3]",['No awards'],4.43,165,9,112,30,12,4,7
About a Girl,['Lindsey Kelk'],(A Girl #1),HarperCollins,2013,"['Womens Fiction-Chick Lit', 'Romance', 'Contemporary', 'Fiction']","[182, 69, 39, 24]",['No awards'],4.08,5282,422,2162,1825,959,229,107
Prijatelji sa Kosančićevog venca 7,['Slobodan Selenić'],Standalone,BIGZ,1980,['Fiction'],[3],['NIN Prize (1980)'],4.15,191,8,83,64,35,8,1
The Hero With a Thousand Faces,['Joseph Campbell'],Standalone,Princeton University Press,1949,"['Nonfiction', 'Fantasy-Mythology', 'Philosophy', 'Psychology', 'Language-Writing', 'History', 'Religion', 'Classics', 'Anthropology', 'Spirituality']","[1543, 1008, 730, 643, 388, 353, 289, 230, 138, 119]",['No awards'],4.18,30085,2002,14085,9661,4599,1272,468
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",['Gretchen Rubin'],(The Happiness Project #1),Harper,2009,"['Nonfiction', 'Self Help', 'Autobiography-Memoir', 'Psychology', 'Self Help-Personal Development', 'Inspirational', 'Audiobook', 'Biography', 'Adult', 'Biography Memoir']","[3194, 1582, 724, 417, 298, 186, 169, 141, 107, 102]",['No awards'],3.62,138863,12470,32648,46414,39561,14595,5645
The Blood of Others,['Simone de Beauvoir'],Standalone,Penguin Books,1945,"['Fiction', 'Philosophy', 'Classics', 'Cultural-France', 'Literature', 'European Literature-French Literature', 'Feminism', 'Novels', 'Historical-Historical Fiction', 'Literature-20th Century']","[71, 34, 30, 22, 16, 14, 10, 10, 7, 5]",['No awards'],3.99,1798,110,584,727,386,81,20
Sisi: Empress on Her Own,['Allison Pataki'],(Sisi #2),The Dial Press,2016,"['Historical-Historical Fiction', 'Fiction', 'Historical']","[368, 78, 44]",['No awards'],3.93,6068,755,1861,2414,1401,307,85
The Hunger Games Trilogy Boxset,"['Suzanne Collins', ' Guillaume Fournier', ' Pilar Ramírez Tello', ' Hanna Hörl', ' Sylke Hachmeister', ' Peter Klöss']",(The Hunger Games #1-3),Scholastic Press,2008,"['Young Adult', 'Fiction', 'Fantasy', 'Science Fiction-Dystopia']","[900, 692, 580, 493]",['Audie Award for Excellence in Design (2016)'],4.48,184862,6818,114586,50243,15839,2937,1257
The Open Doorway,['Madeleine Mitchell'],Standalone,Unknown,2015,['No genre'],[0],['No awards'],4.45,22,8,14,5,2,1,0
Illusion,['S.M. Boyce'],(The Grimoire Saga #4),Unknown,2014,"['Fantasy', 'Young Adult', 'Fantasy-Magic', 'Romance']","[26, 9, 6, 5]",['No awards'],4.36,584,102,322,170,78,11,3
The Twelve Caesars,"['Suetonius', ' Michael Grant', ' Robert Graves']",(The Lives of the Twelve Caesars #1-12),Penguin Classics,121,"['History', 'Classics', 'Nonfiction', 'Biography', 'History-Ancient History']","[1280, 523, 385, 300, 144]",['No awards'],4.06,15434,589,5733,5798,3131,577,195
In Too Deep,['Jude Watson'],(The 39 Clues #6),Scholastic Inc.,2009,"['Mystery', 'Adventure', 'Young Adult', 'Fiction']","[247, 213, 128, 124]",['No awards'],4.03,42120,743,17280,12611,9364,1983,882
Look Again,['Lisa Scottoline'],Standalone,St. Martin's Press,2009,"['Mystery', 'Fiction', 'Suspense', 'Thriller']","[385, 331, 112, 109]",['No awards'],3.87,40780,4427,11020,16636,10390,2249,485
The Christmas Watch,['Erynn Mangum'],Standalone,Unknown,2011,"['Holiday-Christmas', 'Christian Fiction', 'Romance', 'Christian', 'Fiction']","[8, 3, 3, 3, 2]",['No awards'],4.3,143,7,70,50,19,4,0
2BR02B,['Kurt Vonnegut Jr.'],Standalone,Unknown,1968,"['Short Stories', 'Science Fiction', 'Fiction', 'Science Fiction-Dystopia', 'Classics']","[435, 343, 312, 135, 126]",['No awards'],3.95,15609,1027,4593,6445,3833,628,110
The Shapeshifters: The Kiesha'ra of the Den of Shadows,['Amelia Atwater-Rhodes'],(The Kiesha'ra #1-5),Delacorte Press,2009,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal-Shapeshifters']","[53, 30, 18, 15]",['No awards'],4.37,1483,78,841,433,151,40,18
"The Civil War, Vol. 1: Fort Sumter to Perryville",['Shelby Foote'],(The Civil War #1),Vintage,1958,"['History', 'Military History-Civil War', 'Nonfiction', 'North American Hi...-American History', 'American History-American Civil War', 'War', 'Audiobook', 'Literature-American', 'War-Military Fiction', 'Military-Military History']","[215, 110, 58, 25, 19, 18, 17, 17, 14, 13]",['National Book Award Finalist for Nonfiction (1959)'],4.42,11000,448,6620,2927,1075,263,115
Final Girls,['Riley Sager'],Standalone,Ebury Press (Fiction),2017,"['Thriller', 'Mystery', 'Horror', 'Fiction', 'Thriller-Mystery Thriller']","[1404, 1089, 829, 711, 522]","['Goodreads Choice Award Nominee for Horror (2017)', ' Litsy Award for Horror (2017)', ' ITW Award for Best Novel (2018)']",3.82,68757,9602,17765,27818,17204,4642,1328
"The Girl Who'll Rule the World (Saturn Returns, #1)",['Jolie Booth'],Standalone,King's England Press,2016,['No genre'],[0],['No awards'],4.4,5,0,4,0,0,1,0
Sellevision,['Augusten Burroughs'],Standalone,Picador,2000,"['Fiction', 'Humor']","[274, 127]",['No awards'],3.57,14804,914,3214,4589,4814,1725,462
"Near Death, Vol.1","['Jay Faerber', ' Simone Guglielmini']",(Near Death),Image Comics,2012,"['Sequential Art-Comics', 'Sequential Art-Graphic Novels', 'Mystery-Crime', 'Graphic Novels Comics', 'Sequential Art-Comix', 'Mystery-Noir']","[19, 16, 8, 4, 3, 3]",['No awards'],3.42,146,21,14,59,51,18,4
Kulti,['Mariana Zapata'],Standalone,Unknown,2015,"['Romance', 'Sports-Sports', 'Contemporary', 'Romance-Contemporary Romance', 'Contemporary Romance-Sports Romance', 'New Adult']","[1432, 779, 643, 432, 402, 327]",['No awards'],4.35,39891,4309,22091,11863,4221,1074,642
Curse of the Gargoyle,['Tara Nina'],(Cursed MacKinnons #1),Ellora's Cave,2006,"['Romance-Paranormal Romance', 'Fantasy-Paranormal', 'Romance', 'Fantasy', 'Science Fiction-Time Travel', 'Adult Fiction-Erotica']","[15, 14, 12, 10, 9, 8]",['No awards'],3.46,353,37,85,94,98,49,27
For His Pleasure,['Kelly Favor'],(For His Pleasure #1),B&N Digital Publishing,2012,"['Romance', 'Adult Fiction-Erotica', 'Erotica-BDSM', 'Contemporary', 'Adult']","[85, 64, 59, 25, 23]",['No awards'],3.59,5806,308,1655,1634,1455,630,432
Plugged,['Eoin Colfer'],(Daniel McEvoy #1),Headline,2011,"['Fiction', 'Mystery', 'Mystery-Crime', 'Humor', 'Thriller']","[110, 106, 59, 36, 25]",['No awards'],3.41,3835,620,505,1343,1369,467,151
Landscape Painted with Tea,"['Milorad Pavić', ' Christina Pribićević-Zorić']",Standalone,Vintage,1988,"['Fiction', 'Magical Realism', 'Fantasy', 'European Literature-Serbian Literature']","[48, 14, 9, 8]",['No awards'],4.02,1378,66,554,444,261,90,29
Redneck Woman:  Stories from My Life,"['Gretchen Wilson', ' Allen Rucker']",Standalone,Grand Central Publishing,2006,"['Biography', 'Biography-Autobiography', 'Autobiography-Memoir', 'Nonfiction']","[6, 5, 5, 5]",['No awards'],3.68,214,38,56,66,66,20,6
Basilisk,['Rob Thurman'],(The Korsak Brothers #2),Roc,2011,"['Fantasy-Urban Fantasy', 'Science Fiction', 'Fantasy', 'Fiction']","[66, 37, 19, 11]",['Goodreads Choice Award Nominee for Science Fiction and for Goodreads Author (2011)'],3.95,1118,85,361,414,282,44,17
Harvest Hunting,['Yasmine Galenorn'],(Otherworld/Sisters of the Moon #8),Berkley,2010,"['Fantasy-Urban Fantasy', 'Fantasy-Paranormal', 'Fantasy', 'Romance-Paranormal Romance', 'Romance', 'Paranormal-Vampires']","[125, 100, 81, 57, 54, 43]",['No awards'],4.25,5165,163,2507,1672,826,115,45
Heaven's Wager,['Ted Dekker'],(Martyr's Song #1),Thomas Nelson,2000,"['Christian Fiction', 'Fiction', 'Christian', 'Thriller']","[151, 93, 60, 22]",['No awards'],4.1,6602,233,2816,2134,1240,316,96
Niccolò Rising,['Dorothy Dunnett'],(The House of Niccolò #1),Vintage,1986,"['Historical-Historical Fiction', 'Historical', 'Fiction', 'Cultural-Italy', 'Adventure']","[447, 112, 108, 21, 21]",['No awards'],4.27,3817,316,1939,1227,450,131,70
Born to Fight,"['Tara Brown', ' A.E. Watson', ' Amanda Dolan']",(Born #2),Tantor Audio,2013,"['Science Fiction-Dystopia', 'Horror-Zombies', 'Young Adult']","[66, 41, 35]",['No awards'],4.12,5857,246,2383,2147,1046,222,59
B Is for Beer,['Tom Robbins'],(Beer!),Ecco,2009,"['Fiction', 'Humor', 'Alcohol-Beer', 'Childrens', 'Fantasy', 'Adult', 'Humor-Comedy', 'Novels', 'Food and Drink-Food', 'Audiobook']","[145, 45, 13, 11, 11, 9, 7, 7, 7, 6]",['No awards'],3.39,5749,593,974,1583,2116,856,220
Chosen: The Lost Diaries of Queen Esther,['Ginger Garrett'],(Lost Loves of the Bible #1),NavPress,2005,"['Historical-Historical Fiction', 'Christian Fiction', 'Biblical Fiction', 'Christian', 'Fiction', 'Biblical', 'Historical', 'Romance', 'Adult Fiction', 'Religion']","[44, 35, 32, 31, 24, 12, 11, 8, 5, 4]",['Christy Award Nominee for Historical (2011)'],4.08,1052,190,424,376,185,46,21
Twisted Perfection,['Abbi Glines'],(Rosemary Beach #5),Abbi Glines,2013,"['New Adult', 'Romance', 'Contemporary', 'Romance-Contemporary Romance', 'Young Adult', 'Adult Fiction-Erotica', 'Sociology-Abuse', 'Womens Fiction-Chick Lit', 'Adult', 'Drama']","[944, 929, 337, 247, 101, 79, 75, 67, 63, 49]",['No awards'],4.25,63895,4018,30456,22037,8763,1954,685
